Gene,Alteration,Origin,Entities,Comments,Reference,RefGene Group
ESR1,FUSION,,UTROSCT; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
ETV1,FUSION,,Ewing's sarcoma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW; Bone master_JAW,Sarcoma
ETV4,FUSION,,Ewing's sarcoma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW; Bone master_JAW,Sarcoma
ETV6,FUSION,,Infantile fibrosarcoma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
EWSR1,DELETION; FUSION,,Myxoid liposarcoma; EWSR1-SMAD3 positive fibroblastic tumour; Sclerosing epithelioid fibrosarcoma; Leiomyoma; Angiomatoid fibrous histiocytoma; Myoepithelioma; Clear cell sarcoma; Desmoplastic small round blue cell tumour; Ewing's sarcoma; [DELETION: Poorly differentiated chordoma]; [FUSION: Ewing's sarcoma] ,,Soft master_JAW; Bone master_JAW,Sarcoma
EXT1,SNV,,Osteochondroma; Secondary G1 chondrosarcoma; ; ; ,,Bone master_JAW,Sarcoma
EXT2,SNV,,Osteochondroma; Secondary G1 chondrosarcoma; ; ; ,,Bone master_JAW,Sarcoma
EZHIP,FUSION,,Low grade endometrial stromal sarcoma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
FARP1,FUSION,,UPS of bone; ; ; ; ,,Bone master_JAW,Sarcoma
FAT1,SNV,,AFX; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
FBXW7,SNV,,Embryonal rhabdomyosarcoma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
FEV,FUSION,,Ewing's sarcoma; ; ; ; ,,Soft master_JAW; Bone master_JAW,Sarcoma
FGF1,FUSION,,Phosphaturic mesenchymal tumour; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
FGFR1,FUSION; AMPLIFICATION,,[FUSION: Gastrointestinal stromal tumour; Soft tissue chondroma; Phosphaturic mesenchymal tumour]; [AMPLIFICATION: Leiomyosarcoma (uterine)]; [SNV: Non-ossifying fibroma]; [AMPLIFICATION: Osteosarcoma],,Soft master_JAW; Bone master_JAW,Sarcoma
FGFR2,FUSION,,Soft tissue chondroma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
FGFR4,SNV,,Embryonal rhabdomyosarcoma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
FH,SNV,,Leiomyoma (uterine); ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
FLI1,FUSION,,Ewing's sarcoma; ; ; ; ,,Soft master_JAW; Bone master_JAW,Sarcoma
FLNA,SNV,,Fibroadenoma; Phyllodes tumour,,Soft master_JAW,Sarcoma
FLT4,AMPLIFICATION; SNV,,Angiosarcoma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
FN1,FUSION,,Calcifying aponeurotic fibroma; Soft tissue chondroma; Phosphaturic mesenchymal tumour; Synovial chondromatosis,,Soft master_JAW; Bone master_JAW,Sarcoma
FOS,FUSION,,Proliferative fasciitis/myositis; Organ associated pseudosarcomatous myofibroblastic proliferations; Epithelioid haemangioma; Osteoid osteoblastoma; Epithelioid haemangioma of bone;,,Soft master_JAW; Bone master_JAW,Sarcoma
FOSB,FUSION,,Epithelioid haemangioma; Pseudomyogenic haemangioendothelioma; Osteoid osteoblastoma; Epithelioid haemangioma of bone,,Soft master_JAW; Bone master_JAW,Sarcoma
FOSL1,FUSION,,Fibroma of tendon sheath; Desmoplastic fibroblastoma/collagenous fibroma; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
FOXO1,FUSION,,Epithelioid haemangioma; Alveolar rhabdomyosarcoma; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
FOXO4,FUSION,,CIC-rearranged sarcoma; ; ; ; ,,Soft master_JAW; Bone master_JAW,Sarcoma
FUS,FUSION,,Myxoid liposarcoma; Low grade fibromyxoid sarcoma; Sclerosing epithelioid fibrosarcoma; Angiomatoid fibrous histiocytoma; Myoepithelioma; Ewing's sarcoma; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
GAB1,FUSION,,Angiofibroma of soft tissue; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
GLI1,SNV; AMPLIFICATION; FUSION,,[SNV: Extraskeletal osteosarcoma]; [AMPLIFICATION + FUSION: GLI-1 rearranged mesenchymal neoplasm;plexiform fibromyxoma];,,Soft master_JAW,Sarcoma
GNA11,SNV,,Anastamosing haemangioma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
GNA14,SNV,,Anastamosing haemangioma; Tufted angioma ; Kaposiform haemangioendothelioma; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
GNAQ,SNV,,Anastamosing haemangioma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
GNAS,SNV,,Intramuscular myxoma; Fibrous dysplasia,,Soft master_JAW; Bone master_JAW,Sarcoma
GREB1,FUSION,,UTROSCT; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
GRM1,FUSION,,Chondromyxoid fibroma; ; ; ; ,,Bone master_JAW,Sarcoma
GSK3B,SNV,,Extraskeletal osteosarcoma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
H19,LOSS,,Embryonal rhabdomyosarcoma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
H3-3A,SNV,,Chondroblastoma; Giant cell tumour of bone; ; ; ,,Bone master_JAW,Sarcoma
H3-3B,SNV,,Chondroblastoma; Giant cell tumour of bone; ; ; ,,Bone master_JAW,Sarcoma
HBEGF,FUSION,,Lipofibromatosis; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
HEY1,FUSION,,Mesenchymal chondrosarcoma; ; ; ; ,,Bone master_JAW,Sarcoma
HMGA1,FUSION,,Lipoma; Leiomyoma; Leiomyoma (uterine); ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
HMGA2,FUSION,,Lipoma; Leiomyoma; Soft tissue chondroma; Deep aggressive angiomyxoma; Leiomyoma (uterine); Giant cell tumour of soft tissue ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
HRAS,SNV,,Embryonal rhabdomyosarcoma; AFX; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
HTRA1,FUSION,,Schwannoma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
IDH1,SNV,,Spindle cell haemangioma; Periosteal chondroma; Enchondroma; Central G1 chondrosarcoma; Central chondrosarcoma G2/3; Periosteal chondrosarcoma,,Soft master_JAW; Bone master_JAW,Sarcoma
IDH2,SNV,,Spindle cell haemangioma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
IGF1,AMPLIFICATION,,Osteosarcoma; ; ; ; ,,Bone master_JAW,Sarcoma
IGF1R,AMPLIFICATION,,Osteosarcoma; ; ; ; ,,Bone master_JAW,Sarcoma
IGF2,LOSS,,Embryonal rhabdomyosarcoma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
IHH,SNV,,Central chondrosarcoma G2/3; ; ; ; ,,Bone master_JAW,Sarcoma
IRF2BP2,FUSION,,Mesenchymal chondrosarcoma; ; ; ; ,,Bone master_JAW,Sarcoma
IRS4,FUSION,,Subungual exostosis; ; ; ; ,,Bone master_JAW,Sarcoma
JAZF1,FUSION,,Low grade endometrial stromal sarcoma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
KANSL1,FUSION,,Leiomyoma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
KAT6B,FUSION,,Leiomyoma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
KDM2A,FUSION,,Ossifying fibromyxoid tumour; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
KDR,SNV; AMPLIFICATION,,Angiosarcoma; Osteosarcoma;,,Soft master_JAW; Bone master_JAW,Sarcoma
KIT,SNV,,Gastrointestinal stromal tumour; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
KMT2A,FUSION,,KMT2A rearranged sarcoma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
KMT2D,FUSION; SNV,,"[FUSION: Low grade fibromyxoid sarcoma]; [SNV: Fibroadenoma, Phyllodes tumour]",,Soft master_JAW,Sarcoma
KRAS,SNV,,Glomus tumour; Embryonal rhabdomyosarcoma; AFX; Non-ossifying fibroma; Rosai-Dorfman disease,,Soft master_JAW; Bone master_JAW,Sarcoma
LAMTOR1,FUSION,,Benign fibrous histiocytoma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
LATS1,SNV,,Schwannoma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
LATS2,SNV,,Schwannoma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
LEUTX,FUSION,,CIC-rearranged sarcoma; ; ; ; ,,Soft master_JAW; Bone master_JAW,Sarcoma
LMNA,FUSION,,Lipofibromatosis; Fibrosarcoma like uterine sarcoma; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
LPP,FUSION,,Lipoma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
LSAMP,LOSS; DELETION,,Extraskeletal osteosarcoma; Osteosarcoma; ,,Soft master_JAW; Bone master_JAW,Sarcoma
LYST,SNV,,Chordoma; ; ; ; ,,Bone master_JAW,Sarcoma
MALAT1,FUSION,,Plexiform fibromyxoma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
MAML2,FUSION,,Retiform haemangioendothelioma; Composite haemangioendothelioma; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
MAML3,FUSION,,Biphenotypic sinonsal sarcoma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
MAP2K1,SNV,,Arteriovenous malformation; Rosai-Dorfman disease,,Soft master_JAW; Bone master_JAW,Sarcoma
MAP2K4,AMPLIFICATION,,Leiomyosarcoma (uterine); ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
MAX,LOSS,,Gastrointestinal stromal tumour; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
MBTD1,FUSION,,Low grade endometrial stromal sarcoma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
MCL1,AMPLIFICATION,,Leiomyosarcoma (uterine); ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
MDM2,AMPLIFICATION,,Liposarcoma (Well differentiated + Dedifferentiated); Myxofibrosarcoma; Embryonal rhabdomyosarcoma; Extraskeletal osteosarcoma; Leiomyosarcoma (uterine); Low grade central osteosarcoma; Osteosarcoma; Parosteal osteosarcoma,,Soft master_JAW; Bone master_JAW,Sarcoma
MEAF6,FUSION,,Low grade endometrial stromal sarcoma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
MED12,SNV; FUSION,,[SNV: Leiomyoma; Leiomyoma (uterine); Leiomyosarcoma (uterine); Fibroadenoma; Phyllodes tumour]; [FUSION: Undifferentiated sarcoma],,Soft master_JAW,Sarcoma
MEIS1,FUSION,,Spindle cell rhabdomyosarcoma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
MEN1,DELETION; FUSION,,Hibernoma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
MET,FUSION,,Lipofibromatosis; Infantile fibrosarcoma; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
MLH1,SNV,,Rhabdomyosarcoma (germline); ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
MRTFB,FUSION,,Chondroid lipoma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
MSH2,SNV,,Rhabdomyosarcoma (germline); ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
MSH6,SNV,,Rhabdomyosarcoma (germline); ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
MTG1,FUSION,,Angiomyofibroblastoma; Superficial myofibroblastoma; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
MTOR,SNV,,Myxoid liposarcoma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
MUC16,SNV,,Leiomyosarcoma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
MYC,AMPLIFICATION,,Angiosarcoma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
MYCN,AMPLIFICATION,,Alveolar rhabdomyosarcoma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
MYH9,FUSION,,Nodular fasciitis; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
MYOCD,AMPLIFICATION,,Leiomyosarcoma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
MYOD1,SNV,,Embryonal rhabdomyosarcoma; Spindle cell rhabdomyosarcoma; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
NAB2,FUSION,,Solitary fibrous tumour; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
NBN,SNV,,Rhabdomyosarcoma (germline); ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
NCOA2,FUSION,,Angiofibroma of soft tissue; Spindle cell rhabdomyosarcoma; Mesenchymal chondrosarcoma;,,Soft master_JAW; Bone master_JAW,Sarcoma
NCOR2,FUSION,,Giant cell tumour of soft tissue; ; ; ; ; ; ; ;,,Soft master_JAW,Sarcoma
NF1,DELETION; SNV; FUSION,,[DELETION: Myxofibrosarcoma; Extraskeletal osteosarcoma; Neurofibroma; Perineurioma; MPNST; Leiomyosarcoma (uterine)]; [SNV: Embryonal rhabdomyosarcoma; Neurofibroma; Perineurioma; MPNST]; [FUSION: Leiomyosarcoma (uterine)]; Osteosarcoma,,Soft master_JAW; Bone master_JAW,Sarcoma
NF2,SNV; LOSS,,Schwannoma; Perineurioma; Osteosarcoma,,Soft master_JAW; Bone master_JAW,Sarcoma
NFATC2,FUSION,,Ewing's sarcoma; ; ; ; ,,Soft master_JAW; Bone master_JAW,Sarcoma
NOTCH1,FUSION; SNV,,[FUSION: Glomus tumour]; [SNV: AFX],,Soft master_JAW,Sarcoma
NOTCH2,FUSION,,Glomus tumour; Angioleiomyoma; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
NOTCH3,FUSION; SNV,,[FUSION: Glomus tumour]; [SNV: Myopericytoma/fibroma],,Soft master_JAW,Sarcoma
NPHP4,DELETION,,Leiomyoma (uterine); ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
NR4A3,FUSION,,Extraskeletal myxoid chondrosarcoma; Epithelioid uterine leiomyosarcoma; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
NRAS,SNV,,Embryonal rhabdomyosarcoma; AFX; Central chondrosarcoma G2/3; Rosai-Dorfman disease,,Soft master_JAW; Bone master_JAW,Sarcoma
NTRK1,FUSION,,Lipofibromatosis; Infantile fibrosarcoma; Fibrosarcoma like uterine sarcoma; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
NTRK2,FUSION,,Lipofibromatosis; Infantile fibrosarcoma; Fibrosarcoma like uterine sarcoma; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
NTRK3,FUSION,,Lipofibromatosis; IMT; Infantile fibrosarcoma; Adult fibrosarcoma; Gastrointestinal stromal tumour; Fibrosarcoma like uterine sarcoma; Fibrosarcoma of bone,,Soft master_JAW; Bone master_JAW,Sarcoma
NUTM1,FUSION,,CIC-rearranged sarcoma; NUTM1 rearranged colorectal sarcoma; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW; Bone master_JAW,Sarcoma
NUTM2A,FUSION,,CIC-rearranged sarcoma; High grade endometrial stromal sarcoma; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW; Bone master_JAW,Sarcoma
NUTM2B,FUSION,,High grade endometrial stromal sarcoma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
OGA,FUSION,,Myxoinflammatory fibroblastic sarcoma; Haemosiderotic fibrolipomatous tumour; PHAT; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
OGT,FUSION,,Myoepithelioma like hyalinising epithelioid tumour with OGT rearrangement; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
PATZ,FUSION,,Ewing's sarcoma; ; ; ; ,,Bone master_JAW,Sarcoma
PATZ1,FUSION,,EWSR1::PATZ1 rearranged sarcoma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
PAX3,FUSION,,Alveolar rhabdomyosarcoma; Biphenotypic sinonasal sarcoma; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
PAX5,FUSION,,Sclerosing epithelioid fibrosarcoma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
PAX7,FUSION,,Alveolar rhabdomyosarcoma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
PBX1,FUSION,,Myoepithelioma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
PBX3,FUSION,,Leiomyoma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
PCDC1,DELETION,,Leiomyosarcoma (uterine); ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
PDGFB,FUSION,,DFSP; Giant cell fibroblastoma; Fibrosarcoma like uterine sarcoma; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
PDGFD,FUSION,,DFSP; Giant cell fibroblastoma; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
PDGFRA,SNV; DELETION; AMPLIFICATION,,Gastrointestinal stromal tumour; Osteosarcoma,,Soft master_JAW; Bone master_JAW,Sarcoma
PDGFRB,FUSION; SNV,,[FUSION: Lipofibromatosis; IMT]; [SNV: Myopericytoma/fibroma],,Soft master_JAW,Sarcoma
PDPN,FUSION,,Benign fibrous histiocytoma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
PGR,FUSION,,Epithelioid uterine leiomyosarcoma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
PHC2,FUSION,,Composite haemangioendothelioma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
PHF1,FUSION,,Ossifying fibromyxoid tumour; Low grade endometrial stromal sarcoma; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
PIK3CA,SNV,,Lipomatosis of nerve; Myxoid liposarcoma; Lymphangioma; Angiosarcoma; Leiomyosarcoma (uterine); Osteosarcoma; Chordoma,,Soft master_JAW; Bone master_JAW,Sarcoma
PLAG1,FUSION; GAIN,,[FUSION: Lipoblastoma; Leiomyoma; Myoepithelioma; Myxoid leiomyosarcoma]; [GAIN: Lipoblastoma],,Soft master_JAW,Sarcoma
PLCG1,SNV,,Angiosarcoma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
PMP22,AMPLIFICATION,,Extraskeletal osteosarcoma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
PMS2,SNV,,Rhabdomyosarcoma (germline); ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
POU5F1,FUSION,,Myoepithelioma; Ewing's sarcoma; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
PRDM10,FUSION,,Superficial CD34+ fibroblastic tumour; PRDM10 rearranged sarcoma; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
PRKAR1A,SNV,,Malignant melanotic nerve sheath tumour; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
PRKCB,FUSION,,Benign fibrous histiocytoma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
PRKCD,FUSION,,Benign fibrous histiocytoma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
PRKD2,SNV,,Angiolipoma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
PRRX,FUSION,,PRRX::NCOAx rearranged fibroblastic tumour; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
PTBP1,FUSION,,Composite haemangioendothelioma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
PTCH1,SNV,,Rhabdomyoma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
PTEN,SNV; LOSS; DELETION,,[SNV: Myxoid liposarcoma; Extraskeletal osteosarcoma; Leiomyosarcoma (uterine)]; [LOSS: Leiomyosarcoma; Embryonal rhabdomyosarcoma; Extraskeletal osteosarcoma; Undifferentiated sarcoma; Leiomyosarcoma (uterine)]; Osteosarcoma,,Soft master_JAW; Bone master_JAW,Sarcoma
PTPN11,SNV,Germline,Granular cell tumour (germline); ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
PTPRB,SNV,,Angiosarcoma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
RANBP2,FUSION,,Epithelioid IMT; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
RARA,SNV,,Fibroadenoma; Phyllodes tumour,,Soft master_JAW,Sarcoma
RB1,LOSS; SNV; FUSION,,[LOSS: Spindle cell lipoma; ASCPLT; Myxoid pleomorphic liposarcoma; Cellular angiofibroma; Myofibroblastoma; Superficial acral fibromyxoma; Myxofibrosarcoma; Leiomyosarcoma; Undifferentiated sarcoma; Leiomyosarcoma (uterine)]; [SNV: Leiomyosarcoma; Extraskeletal osteosarcoma; Undifferentiated sarcoma; Leiomyosarcoma (uterine)]; [FUSION: Osteosarcoma]; [SNV: Central chondrosarcoma G2/3],,Soft master_JAW; Bone master_JAW,Sarcoma
RBM27,FUSION,,Lipofibromatosis; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
RECQL4,SNV,Germline,Osteosarcoma,,Bone master_JAW,Sarcoma
RELA,FUSION,,Myopericytoma/fibroma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
RET,FUSION,,Lipofibromatosis; IMT; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
RICTOR,AMPLIFICATION,,Myxofibrosarcoma; Osteosarcoma;,,Soft master_JAW; Bone master_JAW,Sarcoma
RIT1,AMPLIFICATION,,Leiomyosarcoma (uterine); ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
ROS,FUSION,,Lipofibromatosis; IMT; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
RRBP1,FUSION,,Epithelioid IMT; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
RUNX2,AMPLIFICATION,,Extraskeletal osteosarcoma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
SDHA,SNV,,Gastrointestinal stromal tumour; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
SDHB,SNV,,Gastrointestinal stromal tumour; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
SDHC,SNV,,Gastrointestinal stromal tumour; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
SDHD,SNV,,Gastrointestinal stromal tumour; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
SERPINE1,FUSION,,Pseudomyogenic haemangioendothelioma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
SETD2,SNV; FUSION,,Fibroadenoma; Phyllodes tumour; Osteosarcoma,,Soft master_JAW; Bone master_JAW,Sarcoma
SH3BP2,SNV,Germline,Giant cell tumour of small bones,,Bone master_JAW,Sarcoma
SH3PXD2A,FUSION,,Schwannoma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
SKP2,AMPLIFICATION,,Myxofibrosarcoma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
SMAD3,FUSION,,EWSR1-SMAD3 positive fibroblastic tumour; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
SMARCA4,SNV,,Extraskeletal osteosarcoma; Extra-renal rhabdoid tumour; SMARCA4 deficient thoracic sarcoma; SMARCA4 deficient undifferentiated uterine sarcoma; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
SMARCA5,FUSION,,Ewing's sarcoma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW; Bone master_JAW,Sarcoma
SMARCB1,SNV; DELETION,,Epithelioid schwannoma; Epithelioid MPNST; Myoepithelioma; Epithelioid sarcoma; Extra-renal rhabdoid tumour; Leiomyosarcoma (uterine); Leiomyoma (uterine); Poorly differentiated chordoma,,Soft master_JAW; Bone master_JAW,Sarcoma
SP3,FUSION,,Ewing's sarcoma; ; ; ; ,,Soft master_JAW; Bone master_JAW,Sarcoma
SQSTM1,SNV,,Osteosarcoma (germline); ; ; ; ,,Bone master_JAW,Sarcoma
SRF,FUSION,,Myopericytoma/fibroma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
SS18,FUSION,,Synovial sarcoma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
SSX1,FUSION,,Synovial sarcoma; EWSR1::SSX1 rearranged sarcoma ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
SSX2,FUSION,,Synovial sarcoma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
SSX4,FUSION,,Synovial sarcoma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
STAG2,SNV,,Ewing's sarcoma; ; ; ; ,,Soft master_JAW; Bone master_JAW,Sarcoma
STARD13,DELETION,,Fibrosarcoma of bone; ; ; ; ,,Bone master_JAW,Sarcoma
STAT6,FUSION,,Solitary fibrous tumour; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
STK24,FUSION,,UPS of bone; ; ; ; ,,Bone master_JAW,Sarcoma
STRN,FUSION,,Fibrosarcoma of bone; ; ; ; ,,Bone master_JAW,Sarcoma
SUFU,FUSION,,Osteosarcoma; ; ; ; ,,Bone master_JAW,Sarcoma
SUZ12,SNV;FUSION,,[SNV: Malignant peripheral nerve sheath tumour];[FUSION: LG endometrial stromal sarcoma]; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
TAF15,FUSION,,Extraskeletal myxoid chondrosarcoma; Ewing's sarcoma; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW; Bone master_JAW,Sarcoma
TBXT,AMPLIFICATION,,Chordoma; ; ; ; ,,Bone master_JAW,Sarcoma
TCF12,FUSION,,Extraskeletal myxoid chondrosarcoma; ; ; ; ; ; ; ; ; ; ; ,,Soft master_JAW,Sarcoma
